Number,Frequency,Species,genus_species,timetree_species,taxon_id,manual_taxon_id,taxon_id_final,genus,domain,kingdom,phylum_division,class,time_to_common_ancestor_with_humans,num_swissprot_seqs,num_trembl_seqs,uniref100_count,uniref90_count,uniref50_count,time to ancestor Homo sapiens,time to ancestor Mus musculus,time to ancestor Arabidopsis thaliana,time to ancestor Rattus norvegicus,time to ancestor Saccharomyces cerevisiae,time to ancestor Bos taurus,time to ancestor Schizosaccharomyces pombe,time to ancestor Caenorhabditis elegans,time to ancestor Bacillus subtilis,time to ancestor Oryza sativa,time to ancestor Dictyostelium discoideum,time to ancestor Drosophila melanogaster,time to ancestor Danio rerio,time to ancestor Gallus gallus,time to ancestor Mycobacterium tuberculosis,time to ancestor Pongo abelii,time to ancestor Salmonella,time to ancestor Methanocaldococcus jannaschii,time to ancestor Xenopus tropicalis,time to ancestor Haemophilus influenzae,time to ancestor Escherichia coli,time to ancestor Sus scrofa,time to ancestor Macaca fascicularis,time to ancestor Candida albicans,time to ancestor Synechocystis,time to ancestor Archaeoglobus fulgidus,time to ancestor Emericella nidulans,time to ancestor Vibrio cholerae,time to ancestor Staphylococcus aureus,time to ancestor Ashbya,time to ancestor Kluyveromyces lactis,time to ancestor Acanthamoeba polyphaga,time to ancestor Oryctolagus cuniculus,time to ancestor Aspergillus fumigatus,time to ancestor Rhizobium meliloti,time to ancestor Neurospora crassa,time to ancestor Canis lupus,time to ancestor Zea mays,time to ancestor Toxoplasma gondii,time to ancestor Plasmodium falciparum,time to ancestor Anopheles gambiae,time to ancestor Monodelphis domestica,time to ancestor Gorilla gorilla,time to ancestor Chlamydomonas reinhardtii,time to ancestor Ambystoma mexicanum,time to ancestor Schmidtea mediterranea,time to ancestor Apis mellifera,time to ancestor Streptomyces coelicolor,time to ancestor Pectobacterium atrosepticum,time to ancestor Aquifex aeolicus,time to ancestor Pasteurella multocida,time to ancestor Shigella flexneri,time to ancestor Bacillus anthracis,time to ancestor Photorhabdus laumondii,time to ancestor Halalkalibacterium halodurans,time to ancestor Klebsiella pneumoniae,time to ancestor Enterobacter,time to ancestor Yersinia pestis,time to ancestor Nostoc,time to ancestor Pan troglodytes,time to ancestor Mycoplasma pneumoniae,time to ancestor Citrobacter koseri,time to ancestor Serratia proteamaculans,time to ancestor Yarrowia lipolytica,time to ancestor Sinorhizobium fredii,time to ancestor Agrobacterium,time to ancestor Shewanella oneidensis,time to ancestor Debaryomyces hansenii,time to ancestor Treponema pallidum,time to ancestor Cronobacter sakazakii,time to ancestor Methanothermobacter thermautotrophicus,time to ancestor Listeria monocytogenes,time to ancestor Pseudomonas aeruginosa,time to ancestor Helicobacter pylori,time to ancestor Ralstonia solanacearum,time to ancestor Photobacterium profundum,time to ancestor Neisseria meningitidis,time to ancestor Mycolicibacterium smegmatis,time to ancestor Rickettsia prowazekii,time to ancestor Brucella melitensis,time to ancestor Caulobacter vibrioides,time to ancestor Aliivibrio fischeri,time to ancestor Bacillus licheniformis,time to ancestor Thermotoga maritima,time to ancestor Clostridium acetobutylicum,time to ancestor Xanthomonas campestris,time to ancestor Oceanobacillus iheyensis,time to ancestor Lactococcus lactis,time to ancestor Corynebacterium glutamicum,time to ancestor Erwinia tasmaniensis,time to ancestor Sodalis glossinidius,time to ancestor Xylella fastidiosa,time to ancestor Deinococcus radiodurans,time to ancestor Chromobacterium violaceum,time to ancestor Methanosarcina acetivorans,time to ancestor Bordetella pertussis,time to ancestor Geobacillus kaustophilus,time to ancestor Acinetobacter baylyi,time to ancestor Pyrococcus furiosus,time to ancestor Solanum lycopersicum,time to ancestor Nicotiana tabacum,time to ancestor Proteus mirabilis,time to ancestor Alkalihalobacillus clausii,time to ancestor Thermosynechococcus vestitus,time to ancestor Pyrococcus horikoshii,time to ancestor Synechococcus elongatus,time to ancestor Halobacterium salinarum,time to ancestor Saccharolobus solfataricus,time to ancestor Lactiplantibacillus plantarum,time to ancestor Cupriavidus necator,time to ancestor Campylobacter jejuni,time to ancestor Rhodopseudomonas palustris,time to ancestor Cereibacter sphaeroides,time to ancestor Enterococcus faecalis,time to ancestor Aeromonas hydrophila,time to ancestor Trichormus variabilis,time to ancestor Burkholderia mallei,time to ancestor Ovis aries,time to ancestor Methylococcus capsulatus,time to ancestor Caldanaerobacter subterraneus,time to ancestor Phytophthora infestans,time to ancestor Emiliania huxleyi,time to ancestor Paramecium tetraurelia,time to ancestor Entamoeba histolytica,time to ancestor Trichoplax adhaerens,time to ancestor Hydra vulgaris,time to ancestor Nematostella vectensis,time to ancestor Branchiostoma floridae,time to ancestor Petromyzon marinus,time to ancestor Takifugu rubripes,time to ancestor Anas platyrhynchos,time to ancestor Notamacropus eugenii,time to ancestor Felis catus,time to ancestor Aedes aegypti,time to ancestor Culex quinquefasciatus,time to ancestor Lottia gigantea,time to ancestor Brugia malayi,,UniRef90_all_counts,UniRef50_90_all_counts
190,512,Geobacillus kaustophilus (strain HTA426),Geobacillus kaustophilus,Geobacillus kaustophilus,1462,,1462,Geobacillus,Bacteria,,Bacillota,Bacilli,3618 MYA,515,13778,9517,2956,1246,3618,3618,3618,3618,3618,3618,3618,3618,1324,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1429,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,790,3134,1382,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1294,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1324,4180,2607,3134,1382,1810,2908,3134,3134,3134,2908,3134,3618,3134,0,3134,3618,3618,3618,3134,1382,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,2221.904233,1090.428417
192,511,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),Acinetobacter baylyi,Acinetobacter baylyi,0,62977,62977,Acinetobacter,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,512,6215,2762,2350,869,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1481,3618,3618,1481,1481,3618,3618,3618,3134,3618,3618,1481,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1481,4101,1481,1481,3134,1481,3134,1481,1481,1481,3134,3618,3134,1481,1481,3618,2439,2439,1481,3618,3000,1481,3618,3134,1306,2849,1993,1481,1940,3134,2439,2439,2439,1481,3134,4180,3134,1778,3134,3134,3134,1481,1481,1778,3134,1993,3618,1993,3134,0,3618,3618,3618,1481,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,1481,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1854.897292,696.3502633
196,506,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),Pyrococcus furiosus,Pyrococcus furiosus,0,186497,186497,Pyrococcus,Archaea,Euryarchaeota,Euryarchaeota,Thermococci,3618 MYA,983,7050,1015,822,441,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,0,3618,3618,3618,3618,3618,299,3618,3551,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1772.509459,684.4993349
197,505,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),Solanum lycopersicum,Solanum lycopersicum,4081,,4081,Solanum,Eukaryota,Plantae,,,1530 MYA,594,36720,50314,31584,17678,1530,1530,118,1530,1530,1530,1530,1530,3618,160,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,160,1278,1278,1530,1530,1530,936,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,0,23.9,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,1278,1278,1278,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,,22303.36296,14468.52563
199,503,Nicotiana tabacum (Common tobacco),Nicotiana tabacum,Nicotiana tabacum,4097,,4097,Nicotiana,Eukaryota,Plantae,,,1530 MYA,672,76050,70228,33199,13080,1530,1530,118,1530,1530,1530,1530,1530,3618,160,1351,1530,1530,1530,3618,1530,3618,3618,1530,3618,3618,1530,1530,1530,3618,3618,1530,3618,3618,1530,1530,1351,1530,1530,3618,1530,1530,160,1278,1278,1530,1530,1530,936,1530,1530,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,1530,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,23.9,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,1530,3618,3618,1278,1278,1278,1351,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,1530,,25005.98955,11160.65924
203,496,Proteus mirabilis (strain HI4320),Proteus mirabilis,Proteus mirabilis,584,,584,Proteus,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,545,24107,126123,21974,10053,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,166,3618,3618,619,166,3618,3618,3618,3134,3618,3618,768,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,0.0039,4101,619,166,3134,0.0033,3134,166,166,213,3134,3618,3134,166,49,3618,2439,2439,871,3618,3000,166,3618,3134,1481,2849,1993,768,1940,3134,2439,2439,2439,768,3134,4180,3134,1778,3134,3134,3134,166,213,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,0,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,871,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,19323.16478,9672.998874
204,496,Alkalihalobacillus clausii (strain KSM-K16) (Bacillus clausii),Alkalihalobacillus clausii,Alkalihalobacillus clausii,79880,,79880,Alkalihalobacillus,Bacteria,,Bacillota,Bacilli,3618 MYA,501,12752,37170,8806,3917,3618,3618,3618,3618,3618,3618,3618,3618,1382,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1382,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1382,3134,869,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1382,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1382,4180,2607,3134,1566,1810,2908,3134,3134,3134,2908,3134,3618,3134,1382,3134,3618,3618,3618,3134,0,2936,3618,2936,3618,3618,1810,3134,3134,3134,3134,1810,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3657.668368,1671.594619
206,495,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),Thermosynechococcus vestitus,Thermosynechococcus vestitus,0,197221,197221,Thermosynechococcus,Bacteria,,Cyanobacteria,Cyanophyceae,3618 MYA,495,4297,2475,1473,458,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,1710,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,1373,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,0,3618,1710,3618,3618,2936,3134,3134,3134,3134,2936,3134,1710,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1000.220394,391.1267194
208,494,Pyrococcus horikoshii,Pyrococcus horikoshii,Pyrococcus horikoshii,53953,,53953,Pyrococcus,Archaea,Euryarchaeota,Euryarchaeota,Thermococci,3618 MYA,1002,4936,2576,1932,940,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3551,3618,3618,3618,299,3618,3618,3618,3618,3618,0,3618,3551,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,1928.307528,909.9846049
209,493,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805),Synechococcus elongatus,Synechococcus elongatus,32046,,32046,Synechococcus,Bacteria,,Cyanobacteria,Cyanophyceae,3618 MYA,952,7167,10879,4775,2144,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,751,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,1373,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,1710,3618,0,3618,3618,2936,3134,3134,3134,3134,2936,3134,751,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3928.871999,1688.899485
214,491,Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1),Halobacterium salinarum,Halobacterium salinarum,2242,,2242,Halobacterium,Archaea,,Euryarchaeota,Halobacteria,3618 MYA,818,10682,12031,5374,2400,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,2663,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3465,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2346,3618,3618,3618,3551,3618,3618,3618,3618,3618,3551,3618,0,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,4832.337807,2178.072276
216,490,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),Saccharolobus solfataricus,Saccharolobus solfataricus,2287,,2287,Saccharolobus,Archaea,,Thermoproteota,Thermoprotei,3618 MYA,503,9922,5072,2704,1328,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,4015,3618,3618,3618,4015,3618,3618,3618,3618,3618,4015,3618,4015,0,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,2439.584738,1101.452122
223,483,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1),Lactiplantibacillus plantarum,Lactiplantibacillus plantarum,1590,,1590,Lactiplantibacillus,Bacteria,,Bacillota,Bacilli,3618 MYA,502,46049,187597,24749,12464,3618,3618,3618,3618,3618,3618,3618,3618,1810,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1810,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1810,3134,1810,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1810,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1810,4180,2607,3134,1810,1317,2908,3134,3134,3134,2908,3134,3618,3134,1810,3134,3618,3618,3618,3134,1810,2936,3618,2936,3618,3618,0,3134,3134,3134,3134,1317,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,23067.91739,11804.13166
226,476,Cupriavidus necator,Cupriavidus necator,Cupriavidus necator,106590,,106590,Cupriavidus,Bacteria,,Pseudomonadota,Betaproteobacteria,3618 MYA,959,47490,54976,19568,6049,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,228,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,1386,3618,744,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,0,2849,2439,2439,3134,1993,3134,430,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,16276.31682,5356.170239
228,473,Campylobacter jejuni subsp. jejuni serotype O:2,Campylobacter jejuni,Campylobacter jejuni,197,,197,Campylobacter,Bacteria,,Campylobacterota,Campylobacteria,3618 MYA,1733,126428,269737,22895,10040,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2849,3618,3618,2849,2849,3618,3618,3618,3134,3618,3618,2849,3134,3618,3618,3618,3618,3618,2849,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2849,4101,2849,2849,3134,2849,3134,2849,2849,2849,3134,3618,3134,2849,2849,3618,2849,2849,2849,3618,3000,2849,3618,3134,2849,1104,2849,2849,2849,3134,2849,2849,2849,2849,3134,4180,3134,2849,3134,3134,3134,2849,2849,2849,3134,2849,3618,2849,3134,2849,3618,3618,3618,2849,3134,3134,3618,3134,3618,3618,3134,2849,0,2849,2849,3134,2849,3134,2849,3618,2849,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,20597.96108,9307.182812
229,472,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009),Rhodopseudomonas palustris,Rhodopseudomonas palustris,1076,,1076,Rhodopseudomonas,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,2195,57465,89355,36407,7712,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,1042,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,1042,1042,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,1042,1377,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,0,1194,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,30859.14444,6915.932391
231,469,Cereibacter sphaeroides,Cereibacter sphaeroides,Cereibacter sphaeroides,1063,,1063,Cereibacter,Bacteria,,Pseudomonadota,Alphaproteobacteria,3618 MYA,1447,29473,60806,21960,6671,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,2439,3618,3618,2439,2439,3618,3618,3618,3134,3618,3618,2439,3134,3618,3618,3618,3618,3618,1194,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,2439,4101,2439,2439,3134,2439,3134,2439,2439,2439,3134,3618,3134,2439,2439,3618,1194,1194,2439,3618,3000,2439,3618,3134,2439,2849,2439,2439,2439,3134,2042,1194,1194,2439,3134,4180,3134,2439,3134,3134,3134,2439,2439,2439,3134,2439,3618,2439,3134,2439,3618,3618,3618,2439,3134,3134,3618,3134,3618,3618,3134,2439,2849,1194,0,3134,2439,3134,2439,3618,2439,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,16958.30348,5788.745348
232,468,Enterococcus faecalis (strain ATCC 700802 / V583),Enterococcus faecalis,Enterococcus faecalis,1351,,1351,Enterococcus,Bacteria,,Bacillota,Bacilli,3618 MYA,550,99885,255836,30026,14071,3618,3618,3618,3618,3618,3618,3618,3618,1810,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,2936,3618,3618,3134,1810,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,1810,3134,1810,3134,3134,3134,2936,3618,2233,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,1810,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,1810,4180,2607,3134,1810,827,2908,3134,3134,3134,2908,3134,3618,3134,1810,3134,3618,3618,3618,3134,1810,2936,3618,2936,3618,3618,1317,3134,3134,3134,3134,0,3134,2936,3134,3618,3134,2607,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,30951.57572,14793.02867
236,467,Aeromonas hydrophila subsp. hydrophila,Aeromonas hydrophila,Aeromonas hydrophila,644,196023,196023,Aeromonas,Bacteria,,Pseudomonadota,Gammaproteobacteria,3618 MYA,535,62632,5430,1671,614,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,871,3618,3618,871,871,3618,3618,3618,3134,3618,3618,871,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,871,4101,871,871,3134,871,3134,871,871,871,3134,3618,3134,871,871,3618,2439,2439,579,3618,3000,871,3618,3134,1481,2849,1993,871,1940,3134,2439,2439,2439,871,3134,4180,3134,1778,3134,3134,3134,871,871,1778,3134,1993,3618,1993,3134,1481,3618,3618,3618,871,3134,3134,3618,3134,3618,3618,3134,1993,2849,2439,2439,3134,0,3134,1993,3618,1778,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,15424.90502,6445.597434
238,465,Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis),Trichormus variabilis,Trichormus variabilis,0,240292,240292,Trichormus,Bacteria,,Cyanobacteria,Cyanophyceae,3618 MYA,465,16670,5408,2960,711,3618,3618,3618,3618,3618,3618,3618,3618,2936,3618,3618,3618,3618,3618,2908,3618,3134,3618,3618,3134,3134,3618,3618,3618,662,3618,3618,3134,2936,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,2908,3134,4101,3134,3134,2936,3134,2936,3134,3134,3134,1373,3618,2936,3134,3134,3618,3134,3134,3134,3618,3134,3134,3618,2936,3134,3134,3134,3134,3134,2908,3134,3134,3134,3134,2936,4180,2936,3134,2936,2936,2908,3134,3134,3134,2908,3134,3618,3134,2936,3134,3618,3618,3618,3134,2936,1710,3618,751,3618,3618,2936,3134,3134,3134,3134,2936,3134,0,3134,3618,3134,2936,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,5458.565341,1830.622327
239,463,Burkholderia mallei (strain ATCC 23344),Burkholderia mallei,Burkholderia mallei,0,243160,243160,Burkholderia,Bacteria,,Pseudomonadota,Betaproteobacteria,3618 MYA,2674,25291,495,321,231,3618,3618,3618,3618,3618,3618,3618,3618,3134,3618,3618,3618,3618,3618,3134,3618,1993,3618,3618,1993,1993,3618,3618,3618,3134,3618,3618,1993,3134,3618,3618,3618,3618,3618,2439,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3134,1993,4101,1993,1993,3134,1993,3134,1993,1993,1993,3134,3618,3134,1993,1993,3618,2439,2439,1993,3618,3000,1993,3618,3134,1993,2849,430,1993,1993,3134,2439,2439,2439,1993,3134,4180,3134,1993,3134,3134,3134,1993,1993,1993,3134,1386,3618,744,3134,1993,3618,3618,3618,1993,3134,3134,3618,3134,3618,3618,3134,430,2849,2439,2439,3134,1993,3134,0,3618,1993,3134,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,3618,,3301.249911,1892.036011
